id;Domisili;Apakah Anda Mahasiswa / Fresh Graduate;Kemampuan Karyawan ;Target Masuk Perusahaan ;Mengetahui Perusahaan ini Dari Mana?;Provinsi;Mahasiswa/Fresh Graduate;Bukan Mahasiswa;Excel;SQL;Python;Power BI;Looker Studio;Databases;Tableau;Cari Kerja;Upskill;Networking;Switch Career;Jumlah Skill;Jumlah Motivasi;Competency Level;Motivation;Skill
639;Yogyakarta;Tidak;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking;Teman;DI Yogyakarta;0;1;1;1;1;0;0;1;0;1;1;1;0;4;3;Job-Ready Talent;;
640;Bekasi;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
641;Jambi;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jambi;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
642;Bandung;Ya;SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill;LinkedIn;Jawa Barat;1;0;0;1;1;1;1;1;1;0;1;0;0;6;1;High-Potential Talent;;
643;Yogyakarta;Tidak;Power BI, Looker Studio, Databases, Tableau;Upskill, Networking, Switch Career;LinkedIn;DI Yogyakarta;0;1;0;0;0;1;1;1;1;0;1;1;1;4;3;Job-Ready Talent;;
644;Jakarta;Ya;Excel, Python, Looker Studio;Cari Kerja;LinkedIn;Jakarta;1;0;1;0;1;0;1;0;0;1;0;0;0;3;1;Job-Ready Talent;;
645;Jember;Ya;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;1;0;1;1;1;0;0;1;0;1;1;1;1;4;4;Job-Ready Talent;;
646;Jember;Ya;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;1;0;1;1;1;0;0;1;0;1;1;1;1;4;4;Job-Ready Talent;;
647;Blora;Ya;Excel, SQL, Power BI, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;1;0;1;1;0;1;0;0;1;1;1;1;1;4;4;Job-Ready Talent;;
648;Bekasi;Ya;Excel, SQL, Python, Power BI, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;1;1;0;1;1;1;1;1;1;6;4;High-Potential Talent;;
649;Gresik;Ya;Excel, SQL, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill;LinkedIn;Jawa Timur;1;0;1;1;0;1;1;1;1;1;1;0;0;6;2;High-Potential Talent;;
650;Malang;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases;Upskill, Networking;LinkedIn;Jawa Timur;0;1;1;1;1;1;1;1;0;0;1;1;0;6;2;High-Potential Talent;;
651;Tangerang Selatan;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Banten;0;1;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
652;Pamulang;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Banten;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
653;Balikpapan;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Kalimantan Timur;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
654;Sidoarjo;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;0;1;1;1;1;1;1;1;1;0;1;1;1;7;3;High-Potential Talent;;
655;Tangerang Selatan;Tidak;Excel, SQL, Python, Power BI, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Banten;0;1;1;1;1;1;0;1;1;1;1;1;1;6;4;High-Potential Talent;;
656;Malang;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;Instagram;Jawa Timur;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
657;Jakarta;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
658;Bantul, DIY;Ya;Excel, SQL, Python, Looker Studio, Databases;Upskill, Networking;LinkedIn;DI Yogyakarta;1;0;1;1;1;0;1;1;0;0;1;1;0;5;2;High-Potential Talent;;
659;Bogor;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
660;Karawang;Ya;Excel, Looker Studio;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;0;0;0;1;0;0;1;1;1;1;2;4;Emerging Talent;;
661;Jawa Tengah;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
662;Tangerang;Tidak;Power BI, Looker Studio, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Banten;0;1;0;0;0;1;1;0;1;1;1;1;1;3;4;Job-Ready Talent;;
663;Lampung ;Ya;Excel, SQL, Power BI, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Lampung;1;0;1;1;0;1;0;0;1;1;1;1;1;4;4;Job-Ready Talent;;
664;Sidoarjo;Ya;SQL, Power BI, Looker Studio, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Timur;1;0;0;1;0;1;1;0;1;1;1;1;0;4;3;Job-Ready Talent;;
665;Belitung;Ya;Databases;Upskill, Networking;Instagram;Bangka  Belitung;1;0;0;0;0;0;0;1;0;0;1;1;0;1;2;Emerging Talent;;
666;Belitung ;Ya;SQL, Python;Upskill;Instagram;Bangka  Belitung;1;0;0;1;1;0;0;0;0;0;1;0;0;2;1;Emerging Talent;;
667;Banjarmasin;Ya;Excel, SQL, Python, Looker Studio;Upskill;LinkedIn;Kalimantan Selatan;1;0;1;1;1;0;1;0;0;0;1;0;0;4;1;Job-Ready Talent;;
668;Lampung;Ya;Excel, SQL, Python, Power BI, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Lampung;1;0;1;1;1;1;0;1;1;1;1;1;1;6;4;High-Potential Talent;;
669;Pontianak ;Tidak;Excel, SQL, Python;Cari Kerja, Upskill;Instagram;Kalimantan Barat;0;1;1;1;1;0;0;0;0;1;1;0;0;3;2;Job-Ready Talent;;
670;Yogyakarta;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases;Upskill;Teman;DI Yogyakarta;0;1;1;1;1;1;1;1;0;0;1;0;0;6;1;High-Potential Talent;;
671;Bogor;Ya;Excel, Power BI, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;0;0;1;0;0;1;1;1;1;1;3;4;Job-Ready Talent;;
672;Semarang;Tidak;SQL, Python, Power BI, Tableau;Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;0;1;0;1;1;1;0;0;1;0;1;1;1;4;3;Job-Ready Talent;;
673;Sukabumi, Jawa Barat;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
674;Jakarta;Tidak;Excel, Power BI, Databases;Upskill;LinkedIn;Jakarta;0;1;1;0;0;1;0;1;0;0;1;0;0;3;1;Job-Ready Talent;;
675;Jember ;Tidak;Excel;Upskill;Teman;Jawa Timur;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;Emerging Talent;;
676;Jember ;Tidak;Excel, SQL;Upskill, Networking;Instagram;Jawa Timur;0;1;1;1;0;0;0;0;0;0;1;1;0;2;2;Emerging Talent;;
677;Jakarta;Ya;Excel, SQL, Python, Looker Studio;Upskill, Networking;LinkedIn;Jakarta;1;0;1;1;1;0;1;0;0;0;1;1;0;4;2;Job-Ready Talent;;
678;Makassar;Tidak;SQL, Python, Power BI, Databases, Tableau;Upskill, Networking, Switch Career;LinkedIn;Sulawesi Selatan;0;1;0;1;1;1;0;1;1;0;1;1;1;5;3;High-Potential Talent;;
679;Jepara;Tidak;Excel, SQL, Python, Tableau;Cari Kerja;Teman;Jawa Tengah;0;1;1;1;1;0;0;0;1;1;0;0;0;4;1;Job-Ready Talent;;
680;Lamongan;Ya;Databases, Tableau;Upskill, Networking;Instagram;Jawa Timur;1;0;0;0;0;0;0;1;1;0;1;1;0;2;2;Emerging Talent;;
681;Bekasi, Jawa Barat;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;0;1;1;1;7;3;High-Potential Talent;;
